1000 349613
101 148 26
83 366 17
266 533 26
108 422 11
437 898 84
668 868 32
500 855 81
349 666 97
223 990 5
2 757 50
24 388 60
219 716 28
663 765 16
319 521 87
99 939 81
471 765 6
141 929 20
559 640 17
44 527 16
582 979 51
848 950 85
25 981 28
341 556 99
360 757 81
486 529 71
735 861 49
207 607 53
233 998 55
188 715 27
174 231 90
98 498 40
584 936 25
383 647 54
319 864 6
173 432 3
65 797 6
573 937 58
355 714 87
278 422 24
216 834 69
73 773 53
475 623 32
313 419 25
402 968 10
405 642 39
220 918 5
19 757 30
487 944 43
128 332 35
718 905 97
608 825 65
320 455 56
533 773 22
54 378 15
55 733 98
385 806 65
50 198 67
552 984 33
69 643 57
492 758 37
711 735 33
275 639 83
321 619 14
335 668 93
527 840 83
409 914 28
90 283 48
613 811 86
124 810 32
3 410 34
9 37 24
353 566 69
436 925 55
132 702 26
481 678 38
263 686 1
317 602 63
90 715 58
416 993 51
196 414 13
323 874 71
59 534 95
271 785 70
265 994 28
414 757 76
179 620 69
18 384 4
675 840 55
104 848 92
757 768 56
152 993 47
125 655 49
442 824 67
90 983 97
224 724 98
326 364 79
582 775 31
580 665 70
231 509 74
485 698 86
1 541 36
857 891 50
128 826 36
489 633 2
685 869 13
751 790 47
21 561 20
20 841 44
890 956 100
101 691 12
103 356 35
136 197 8
171 208 74
4 845 21
506 902 58
72 307 39
247 863 1
522 696 6
548 714 32
371 752 34
89 579 74
630 926 44
98 589 69
272 950 51
266 625 11
499 997 33
531 638 32
476 731 51
341 533 24
3 995 32
253 620 62
400 598 6
887 931 98
230 860 56
427 544 62
304 666 51
44 386 33
384 857 23
162 950 27
792 844 92
644 939 55
439 952 17
552 974 4
682 831 39
150 358 3
91 797 82
6 950 37
20 400 87
684 759 63
482 912 73
45 235 37
179 807 100
275 677 51
585 956 85
241 632 19
708 837 14
281 460 31
43 58 50
109 367 77
765 867 93
343 802 78
483 653 66
501 575 17
451 638 6
379 798 43
13 505 91
22 716 48
344 490 89
101 424 82
652 680 99
615 976 11
259 920 12
287 543 8
245 547 90
311 710 19
32 577 46
465 789 39
124 968 89
389 485 46
806 927 22
190 265 28
197 528 26
361 506 62
222 315 100
354 964 66
386 438 63
146 668 63
19 966 32
89 636 14
46 742 30
289 702 72
442 607 61
331 497 31
163 202 53
290 705 78
117 847 68
16 762 65
481 889 45
368 871 44
208 917 27
188 523 82
499 713 71
213 619 77
205 333 36
145 865 74
174 224 25
379 499 52
312 864 51
923 979 94
224 955 27
559 802 56
100 755 41
483 620 33
462 813 47
173 295 25
267 413 28
461 709 20
501 752 84
735 987 13
835 960 79
747 946 39
225 849 34
379 478 9
383 788 89
526 537 44
105 762 72
465 868 6
445 742 51
541 817 20
76 479 21
319 713 8
128 567 60
192 220 18
41 581 69
382 514 10
378 659 75
180 273 77
103 716 55
689 836 44
144 324 88
638 671 5
260 959 38
190 780 80
75 202 7
376 870 48
469 855 62
48 118 73
299 879 21
107 770 14
118 807 94
61 385 61
550 710 22
218 777 31
18 238 89
151 579 98
133 866 38
203 498 40
279 549 85
196 334 46
132 212 96
24 335 33
316 903 100
346 778 55
535 678 58
391 467 97
478 791 5
672 674 40
136 471 50
457 587 21
7 674 20
777 906 51
272 978 25
121 130 86
954 985 68
622 637 67
239 417 18
31 191 47
923 981 17
397 400 22
544 658 57
586 942 8
399 805 73
135 346 64
383 423 40
130 421 65
439 545 78
203 907 64
213 431 4
619 692 87
366 758 34
585 839 94
872 916 19
159 496 11
465 808 50
249 270 26
194 961 84
726 771 8
319 609 93
571 876 57
363 766 30
1 262 36
16 731 15
744 856 65
502 550 96
105 652 14
262 695 65
312 536 79
220 751 100
20 432 79
12 72 30
328 339 53
495 666 22
283 684 1
295 861 77
716 941 45
356 489 14
10 441 2
46 280 28
611 737 29
375 629 100
228 231 97
558 878 20
404 699 89
167 275 15
460 589 61
439 507 1
281 405 11
427 625 23
525 967 23
305 714 67
699 917 27
20 84 17
5 359 72
89 485 10
495 739 47
914 992 18
523 663 26
10 29 65
213 547 54
66 599 28
828 997 11
44 418 9
674 807 45
162 483 39
297 814 3
273 341 30
267 651 40
638 883 5
294 638 24
518 952 69
326 467 73
364 729 91
264 613 7
415 627 34
238 916 50
76 193 89
196 394 64
582 867 42
679 827 52
372 689 79
27 612 38
388 835 25
347 575 19
507 762 7
831 914 27
66 369 51
220 295 19
398 853 21
561 925 99
851 905 54
228 624 10
490 591 42
502 926 66
499 601 62
207 900 60
173 950 9
480 976 87
261 511 33
81 412 62
160 284 97
196 718 43
168 519 76
357 483 42
939 965 52
241 458 46
547 644 31
391 770 78
219 917 51
241 848 8
231 728 2
400 692 26
151 349 33
141 411 1
10 889 70
836 976 81
218 452 34
698 922 7
108 463 64
196 368 34
119 158 52
7 823 74
827 849 75
614 925 14
180 924 74
455 926 19
751 998 16
425 552 95
435 514 28
644 899 45
630 824 55
697 706 90
347 615 72
480 521 33
544 653 7
127 281 75
335 608 8
16 563 46
64 672 5
273 490 22
183 395 53
283 775 92
164 619 24
302 669 30
310 482 33
420 617 24
350 766 28
903 938 8
592 965 53
225 626 56
8 907 10
45 896 57
317 389 20
152 421 6
39 198 85
963 978 34
50 991 52
236 942 94
243 782 24
545 589 45
433 923 86
509 594 37
110 345 46
637 931 5
239 616 22
880 955 90
370 560 4
259 997 93
34 526 14
187 398 41
233 272 12
350 590 17
785 976 97
284 762 40
9 602 2
344 483 4
760 861 75
535 878 38
412 977 70
553 556 65
655 847 90
628 941 75
657 937 26
269 437 38
73 262 62
618 758 66
623 775 30
230 914 79
460 484 64
375 401 96
146 995 92
326 879 52
97 783 17
577 696 19
418 907 73
397 403 27
362 770 10
382 414 14
264 701 96
512 845 36
674 685 23
688 815 76
109 163 63
167 569 40
305 589 96
538 846 93
16 314 52
732 753 22
41 84 80
251 425 79
225 920 52
157 924 88
225 303 94
663 777 29
278 713 79
153 993 61
412 494 97
615 635 91
607 623 14
863 871 22
255 383 69
261 578 35
774 777 17
171 603 77
431 462 20
118 507 61
338 552 68
739 890 84
57 882 37
454 746 83
13 977 23
368 718 13
375 442 79
222 605 98
721 745 34
466 668 46
417 424 47
236 542 72
359 718 24
847 987 69
180 709 79
7 314 16
149 586 53
65 741 28
364 570 3
73 621 84
112 787 49
258 431 21
529 973 37
705 969 24
441 700 75
669 782 41
16 210 73
220 735 23
18 918 61
354 876 59
536 872 33
195 611 32
356 713 67
703 967 43
431 671 56
67 990 28
723 795 12
71 418 28
81 470 28
176 589 19
443 635 3
243 386 68
166 198 22
279 426 44
697 743 6
195 472 1
342 947 53
373 903 92
21 474 67
175 939 36
204 813 3
611 981 77
503 824 96
108 640 74
646 940 48
12 875 73
207 494 41
20 288 31
506 530 10
104 389 16
126 510 19
490 784 78
342 696 66
95 337 66
69 887 57
364 764 88
161 901 70
604 839 89
202 546 32
202 783 7
250 289 96
841 860 56
388 715 83
665 847 20
667 985 50
270 971 27
537 981 50
660 763 76
448 587 21
78 516 80
90 870 90
578 779 33
768 889 94
600 866 83
134 753 51
177 948 31
586 826 58
223 872 5
236 400 48
743 788 44
937 991 68
557 642 53
18 457 85
187 601 83
707 804 75
354 416 99
742 847 20
30 685 1
128 528 10
177 801 16
256 554 33
495 780 87
638 674 4
203 817 50
660 950 67
1 571 100
621 660 54
399 454 57
670 690 65
12 802 45
477 713 49
513 749 83
588 972 97
572 969 7
264 781 48
361 386 12
289 596 22
570 779 98
622 977 33
509 851 14
231 388 43
572 590 68
380 770 75
181 506 91
695 914 84
403 422 96
81 823 34
507 554 38
751 755 27
559 917 38
50 872 23
5 156 75
170 836 100
124 740 72
205 573 11
333 721 28
100 370 59
508 814 77
533 634 59
33 654 84
158 531 82
95 186 67
261 885 47
191 724 12
254 754 50
567 995 96
137 758 44
38 768 63
575 877 99
433 844 25
565 602 55
490 728 57
582 920 40
601 625 26
392 984 74
368 865 19
495 619 93
155 455 6
85 708 99
705 996 98
40 65 29
39 501 43
521 573 57
400 617 10
408 762 22
850 855 12
583 591 64
37 250 21
515 966 25
489 951 77
112 707 19
134 351 90
223 807 43
137 541 33
675 780 11
409 786 35
121 924 93
228 715 63
43 140 41
327 535 54
577 692 36
32 964 89
297 869 97
345 837 93
6 593 86
833 985 36
622 983 89
24 31 75
327 540 23
469 791 81
111 427 43
307 699 50
200 584 40
364 591 62
213 784 15
18 75 24
340 418 53
235 340 21
343 825 18
888 946 62
5 534 65
40 197 98
784 998 11
863 890 81
728 870 65
516 593 50
178 557 27
842 920 58
400 931 69
230 808 45
285 956 28
12 500 94
82 370 27
788 838 33
100 469 86
273 473 25
0 904 100
382 772 10
306 965 63
75 897 19
251 442 15
35 985 35
338 359 94
271 816 96
581 588 17
49 526 17
211 850 10
286 492 7
175 284 66
674 993 64
555 592 14
204 533 15
702 795 85
523 910 68
465 810 33
337 821 27
926 990 55
331 741 96
267 454 2
285 890 54
25 405 46
677 940 91
0 552 23
185 444 61
219 764 12
122 765 45
172 707 74
599 625 44
341 391 67
122 458 2
399 644 42
181 432 53
267 832 29
144 651 76
98 883 64
274 949 57
0 420 91
357 578 36
243 728 44
33 303 44
415 824 68
581 940 97
793 873 48
145 724 71
157 481 19
61 308 56
301 661 92
481 509 65
257 663 3
331 736 47
423 537 7
385 636 88
753 904 75
694 913 34
502 913 19
198 887 82
592 783 80
136 325 48
55 369 89
382 889 43
5 630 99
550 931 51
473 543 83
27 316 84
234 920 70
564 850 98
480 694 65
0 690 21
234 380 62
470 914 26
362 413 43
113 804 30
479 756 36
194 687 92
589 746 69
131 857 78
699 966 54
57 194 59
640 751 38
67 163 93
155 507 10
407 499 69
187 652 57
323 420 94
163 697 79
406 707 5
37 444 50
399 563 39
202 663 22
477 673 96
65 509 85
500 838 78
177 939 20
32 278 19
275 952 31
13 76 56
102 786 51
232 828 73
450 995 76
157 906 45
223 967 55
498 506 6
111 447 19
909 951 29
580 831 49
625 828 44
659 799 83
303 868 53
90 852 28
53 681 34
182 930 37
75 384 95
139 564 37
339 840 7
424 543 51
133 569 51
590 859 2
178 548 8
397 756 30
587 988 70
33 862 71
488 968 30
482 691 41
45 224 24
671 825 80
124 978 91
352 555 38
80 315 84
767 848 58
47 997 50
705 867 42
728 800 68
195 701 69
405 782 60
270 686 68
678 798 40
29 424 6
294 482 65
99 810 73
99 976 85
298 818 4
217 311 67
207 821 4
586 863 65
464 864 98
453 556 62
35 823 15
200 343 22
614 623 32
37 515 14
133 708 20
267 659 71
8 805 83
60 413 59
25 80 78
836 967 10
213 265 62
589 637 96
852 975 2
809 922 11
120 879 70
784 822 71
699 795 65
323 816 94
730 938 55
32 995 99
447 820 72
284 784 18
332 777 50
253 546 78
678 698 78
767 889 2
118 405 47
610 864 83
257 478 17
747 785 70
340 620 51
109 167 85
186 520 16
34 965 75
536 972 41
644 808 57
528 552 63
810 911 42
138 479 89
443 931 19
592 834 2
453 679 65
266 501 49
66 830 83
151 219 95
421 733 67
758 767 63
913 952 89
18 566 38
618 880 53
260 357 37
319 826 86
166 331 71
128 562 84
638 687 61
40 203 23
711 712 67
598 959 73
258 986 34
111 803 62
396 498 99
127 223 62
720 788 76
102 572 52
694 905 32
690 816 13
136 190 91
65 158 98
33 568 83
276 621 64
89 272 9
12 764 25
239 497 23
392 900 5
441 573 95
967 988 54
50 551 29
557 663 57
685 997 48
193 946 61
59 398 2
214 801 77
347 987 83
802 910 82
176 234 83
151 328 27
457 686 88
860 953 62
299 554 33
379 701 60
545 560 8
494 818 4
606 822 83
232 713 88
439 535 39
270 403 61
298 959 83
373 795 73
487 876 17
684 980 44
233 576 59
90 454 73
76 939 69
503 535 94
82 900 67
134 337 18
593 793 14
358 762 91
670 920 32
21 71 89
846 899 11
253 867 76
287 682 2
119 235 69
273 422 65
586 618 87
55 641 67
329 968 41
672 867 75
892 984 43
530 672 36
222 439 37
359 592 95
401 574 3
262 920 39
156 590 41
137 626 14
726 927 21
64 261 63
318 690 78
325 798 83
425 690 14
647 662 62
234 849 22
26 780 77
652 683 79
388 692 9
320 997 90
159 781 62
344 799 39
573 838 80
420 894 20
197 260 31
474 828 57
649 894 46
206 820 54
119 524 75
654 834 43
228 783 46
157 214 58
118 179 32
173 474 97
269 667 99
378 738 31
234 395 54
98 986 77
426 697 32
219 502 82
272 715 25
401 507 61
273 472 90
839 911 27
649 839 7
377 504 96
8 641 36
875 943 87
547 997 94
122 560 90
236 299 48
583 634 61
572 830 71
318 674 88
387 879 73
257 524 80
11 889 50
697 951 2
333 471 7
556 721 88
20 207 42
506 612 16
793 814 1
277 766 45
509 675 85
37 203 35
556 595 79
791 849 32
141 403 29
433 801 37
751 946 34
239 773 59
491 803 94
351 598 18
485 505 45
430 946 70
266 530 24
78 326 99
85 971 36
521 667 32
318 423 59
723 960 26
274 297 57
26 888 79
419 963 58
56 684 85
77 461 91
284 545 63
259 376 46
392 670 18
26 469 16
167 866 73
39 844 77
24 42 98
476 619 23
115 427 45
60 327 91
634 853 36
565 792 14
44 654 55
584 787 33
28 973 55
535 548 76
171 836 30
397 841 48
210 862 69
189 521 78
395 413 9
128 760 67
49 90 67
226 627 72
33 369 76
297 710 44
148 496 75
729 826 3
229 669 98
961 996 38
771 826 54
54 601 16
17 115 64
611 876 84
532 588 22
650 863 2
593 985 3
108 992 76
217 639 38
9 813 85
107 901 4
214 696 31
565 800 8
13 488 88
478 593 69
663 875 31
151 715 30
188 954 22
172 473 40
495 802 29
8 16 83
395 440 81
256 420 59
747 890 73
150 877 20
482 547 65
384 399 75
143 427 66
214 797 15
379 482 66
71 948 97
387 560 60
709 916 23
137 999 93
11 773 48
329 950 83
113 617 63
395 756 39
244 338 17
8 96 87
100 597 29
148 318 47
133 285 45
264 433 82
442 943 55
244 390 33
525 562 67
169 271 61
104 367 76
35 284 53
399 479 12
134 334 59
238 914 89
155 414 66
338 979 40
756 972 56
526 641 69
364 876 70
329 495 82
96 643 32
45 470 39
541 921 76
174 722 26
268 431 30
111 398 30
665 901 21
272 629 79
802 912 84
389 556 56
251 770 64
95 149 51
267 758 3
416 609 16
90 592 80
387 789 52
588 735 5
423 965 10
206 376 27
594 662 12
94 931 5
535 853 18
281 997 24
346 361 81
134 969 85
345 602 47
246 636 1
87 564 90
15 149 91
279 396 75
233 915 50
193 468 5
589 614 22
232 439 61
555 809 88
28 468 66
589 780 31
324 663 72
34 390 19
351 552 61
583 695 9
61 734 5
290 743 50
85 731 77
157 830 23
302 949 27
557 831 79
453 531 66
493 881 81
230 779 73
120 241 35
208 295 52
448 507 93
19 862 63
175 547 60
114 860 83
161 868 88
294 850 29
60 451 9
199 441 49
214 490 26
257 775 31
114 884 99
343 489 65
39 645 76
370 511 72
268 332 80
536 744 34
289 309 26
205 707 37
542 769 81
296 858 53
415 910 78
709 736 79
189 334 1
161 837 90
358 582 56
190 548 24
565 776 79
227 985 76
555 793 44
486 975 47
537 933 21
825 996 2
606 851 52
375 783 9
361 938 46
232 611 58
190 269 78
295 382 42
242 729 73
329 734 18
48 101 52
204 329 14
61 309 8
661 942 12
35 590 77
173 760 10
707 924 40
91 163 67
463 710 63
204 291 45
572 717 42
450 778 73
526 634 75
349 675 18
105 811 15
397 994 89
136 264 53
177 366 51
169 917 6
130 267 51
274 403 88
38 463 23
457 495 94
625 975 82
230 755 10
163 896 14
24 287 36
650 777 91
775 973 76
107 758 20
313 322 15
419 625 28
503 609 44
450 920 45
398 428 33
24 702 5
45 794 30
534 910 16
365 642 49
317 619 25
100 679 8
549 644 44
147 949 23
328 744 41
79 267 29
130 160 82
376 882 52
450 831 37
225 711 74
207 586 38
575 978 38
89 566 78
418 434 52
504 690 66
834 868 45
339 691 12
343 613 32
270 358 10
191 773 80
507 591 61
393 784 63
392 955 9
536 595 63
699 892 69
152 293 58
205 798 15
77 162 53
42 565 36
118 531 50
737 881 72
7 454 12
204 609 73
126 400 83
482 719 35
467 997 16
490 664 31
681 928 63
249 852 17
407 693 92
192 480 71
81 821 79
454 460 29
369 463 68
478 536 56
68 824 91
663 691 100
41 543 22
789 838 58
825 828 74
109 429 48
518 750 21
703 884 4
0 318 10
112 720 74
446 458 18
241 669 60
423 478 12
411 884 81
746 922 11
329 474 66
527 763 72
744 903 78
125 438 60
14 388 74
336 924 15
603 795 80
84 490 63
336 393 81
713 747 76
226 289 51
725 825 37
479 712 68
113 159 39
293 516 69
370 686 82
461 551 38
491 636 75
485 985 34
968 993 37
516 534 45
604 619 4
71 520 7
99 706 98
275 339 9
207 459 21
703 791 21
130 572 84
261 485 5
428 566 40
762 840 34
722 785 100
494 785 68
92 800 85
392 511 84
462 673 2
359 505 69
217 695 40
843 892 77
668 922 79
90 931 22
117 512 2
75 385 81
439 988 58
428 779 80
102 700 15
47 126 34
135 327 34
823 869 100
71 514 17
585 928 12
24 338 66
647 935 66
236 508 75
161 362 96
809 929 35
724 853 90
54 285 63
122 342 16
15 228 71
716 918 22
48 750 46
502 651 84
369 512 51
464 707 47
35 227 86
706 755 94
863 927 2
400 537 54
40 773 52
466 651 100
669 868 29
617 931 65
690 955 14
138 146 12
13 57 34
321 813 52
62 557 81
114 616 4
112 148 24
385 982 38
27 114 71
239 407 6
224 980 69
757 926 2
488 764 40
869 942 17
250 889 91
161 525 45
52 819 2
537 754 7
745 932 4
267 800 97
424 893 3
366 494 9
41 113 80
738 889 5
584 897 42
448 473 33
849 966 85
35 468 27
238 676 47
103 559 90
291 497 79
77 198 47
790 887 13
578 844 49
10 505 7
128 896 70
228 965 87
271 533 50
74 876 46
178 767 34
180 185 56
52 54 43
377 859 84
419 815 50
807 839 34
863 879 89
33 575 40
459 766 66
71 459 84
288 872 74
710 989 52
440 629 45
415 447 75
701 998 54
198 779 93
252 743 56
77 862 68
339 982 19
263 855 54
468 730 5
102 907 13
752 879 82
693 933 65
75 263 63
152 446 97
34 717 50
601 884 11
187 612 88
67 423 83
68 842 31
323 367 13
249 418 44
133 653 79
277 556 79
907 914 1
137 155 51
45 168 20
165 333 49
681 953 67
64 281 20
481 778 52
691 874 73
920 962 28
446 468 3
45 942 13
178 779 32
416 918 6
464 634 14
119 623 44
795 810 29
797 928 91
633 841 51
712 769 45
112 713 72
725 774 52
74 398 13
864 883 29
709 824 59
734 911 19
196 760 29
465 648 28
765 865 57
472 852 78
320 610 82
171 984 31
467 828 33
50 580 43
36 847 95
334 951 60
96 218 34
95 863 96
399 618 73
246 389 5
952 979 1
93 926 96
209 617 71
496 552 95
34 614 94
315 752 71
944 986 7
269 612 89
879 891 5
3 881 92
45 179 63
194 982 65
160 933 75
567 742 72
409 988 94
120 978 35
304 771 2
280 496 97
648 713 90
638 934 98
552 835 84
179 355 31
225 561 94
324 919 30
587 749 7
199 842 28
44 83 13
254 853 72
163 445 32
137 382 65
803 990 59
37 596 11
580 720 92
238 531 59
725 802 29
630 632 58
143 996 68
704 812 78
533 783 61
38 982 57
16 288 38
483 923 76
333 757 50
360 486 32
685 879 18
556 873 82
106 367 95
167 444 38
132 627 76
44 881 78
342 995 66
217 615 92
129 164 97
133 868 66
214 511 69
542 819 64
54 518 33
844 877 12
23 885 41
106 574 69
447 676 47
346 745 2
647 786 17
15 184 30
519 997 21
525 645 4
371 686 65
477 963 46
206 894 32
534 793 65
175 807 92
650 747 27
192 900 95
553 842 73
53 506 30
633 992 41
491 933 21
118 794 93
453 617 29
174 837 80
157 825 54
30 146 22
642 803 82
786 884 93
681 735 93
148 603 13
478 963 66
187 742 19
101 108 17
448 691 33
351 667 47
256 609 48
165 368 97
114 498 5
495 675 73
70 281 94
706 978 4
422 969 19
362 488 37
229 580 23
815 950 58
9 136 1
94 644 87
293 463 65
243 597 2
562 728 94
265 287 48
633 648 69
70 553 92
236 582 48
641 774 19
409 710 65
457 950 77
18 545 34
66 792 12
854 963 15
461 972 51
263 521 95
333 845 83
470 707 96
357 959 2
46 138 65
7 46 59
402 779 61
123 849 15
5 333 95
366 547 43
646 966 75
195 241 67
235 424 36
635 779 48
417 661 99
457 617 76
744 900 56
518 841 69
512 963 3
14 269 17
53 345 8
47 164 28
155 175 28
156 381 72
181 840 68
23 352 89
727 834 26
527 635 59
489 569 80
480 941 52
472 828 6
397 895 25
345 939 58
350 926 24
8 365 53
50 484 56
20 919 48
389 870 99
506 868 100
212 756 72
806 974 25
180 290 13
63 950 20
656 929 33
217 591 59
298 421 61
31 845 43
356 577 77
205 938 52
658 711 85
633 747 81
937 975 98
137 347 21
721 790 87
207 609 12
62 426 59
150 508 47
229 983 96
103 854 23
107 259 76
226 604 25
220 729 83
340 993 73
189 896 53
541 588 94
449 580 61
834 853 28
272 832 42
178 521 75
517 880 32
438 700 7
549 617 91
155 544 46
15 769 24
1 890 5
375 579 16
276 417 55
154 354 94
74 994 32
289 704 82
422 785 43
699 726 47
781 930 29
462 558 9
19 824 12
78 379 57
293 376 61
20 445 60
206 711 10
409 440 98
667 881 57
524 889 19
940 989 58
443 717 36
322 429 26
902 999 80
168 278 84
728 937 39
195 754 60
353 718 10
727 801 8
670 870 95
19 193 13
692 834 38
186 327 89
358 499 78
735 764 1
138 699 63
558 921 1
32 681 9
582 825 74
384 463 30
273 540 10
55 834 43
515 521 38
210 224 20
269 337 87
82 502 62
175 263 8
109 247 83
61 696 19
254 330 99
764 831 67
539 930 29
373 910 32
131 136 55
81 285 5
189 956 66
212 432 80
337 381 67
142 448 88
238 934 48
630 755 14
870 893 52
797 934 25
509 852 40
467 510 84
238 644 60
453 758 28
340 992 56
486 494 85
431 944 92
290 812 61
561 638 49
885 893 80
94 402 44
379 538 47
238 255 87
104 390 19
158 243 27
95 772 74
561 653 68
116 914 22
367 894 18
286 932 91
214 910 7
376 918 36
37 745 77
197 262 39
87 430 9
370 513 28
49 816 80
103 858 76
328 393 31
185 251 32
381 409 37
91 986 6
511 990 53
336 918 82
670 957 24
255 873 94
197 491 32
68 326 34
243 764 31
810 914 28
513 638 40
26 649 37
429 937 83
137 423 13
203 378 38
476 558 46
416 893 36
83 917 71
75 304 64
134 878 9
302 851 15
285 861 100
107 288 36
157 460 74
321 724 9
242 853 60
863 931 38
313 387 95
603 941 33
222 899 19
141 589 41
41 360 70
94 664 14
86 606 11
212 886 49
269 532 24
50 566 87
242 691 12
112 308 100
843 978 9
421 747 27
327 499 57
720 778 71
244 757 32
589 691 50
386 592 76
108 749 76
445 759 7
429 708 4
370 699 34
929 975 74
967 982 94
301 772 98
147 708 36
106 201 58
624 889 4
339 618 58
89 512 21
472 976 73
521 998 80
739 977 83
154 329 54
13 216 15
7 169 96
186 467 52
295 674 45
364 521 92
396 527 64
147 779 26
786 953 78
279 511 75
235 833 51
19 641 1
274 875 72
221 744 84
787 908 74
11 930 47
645 702 82
55 79 47
141 845 99
284 393 14
24 837 16
386 925 48
39 970 26
324 869 97
276 499 48
524 657 25
146 650 74
156 352 98
640 657 61
319 706 69
165 917 95
9 702 88
23 171 5
32 879 40
81 289 89
606 739 60
45 412 39
9 406 57
199 838 61
767 967 4
148 944 97
51 260 82
368 483 88
638 706 78
508 821 20
505 568 95
350 939 61
179 770 58
901 990 2
673 687 70
69 555 53
43 774 64
122 737 2
339 734 29
47 242 42
347 793 54
69 494 2
67 735 55
245 899 2
599 797 76
144 384 4
311 415 9
224 350 47
463 608 14
827 886 96
334 448 47
433 978 68
329 685 16
231 786 15
52 586 30
856 919 62
347 961 59
206 496 6
37 381 15
330 829 72
154 702 68
480 802 6
157 234 98
161 359 11
593 712 81
236 744 46
463 955 87
609 699 44
38 784 32
136 630 9
129 222 28
26 118 58
217 347 15
57 969 92
792 923 36
189 840 75
96 314 89
212 942 7
295 616 14
130 474 79
366 603 16
94 445 28
262 880 89
635 903 70
119 266 69
622 818 49
389 586 46
108 395 72
342 979 82
114 251 75
786 989 42
271 851 50
592 752 97
333 389 64
126 493 77
561 670 91
762 956 67
24 305 12
658 730 25
390 611 59
262 671 89
427 734 62
291 796 28
472 920 86
468 624 77
122 869 21
320 878 30
87 144 84
24 630 76
517 594 3
29 360 80
73 361 64
749 808 8
188 276 97
271 987 29
210 894 63
274 349 51
404 761 16
170 497 40
763 951 65
711 837 72
21 36 12
52 697 67
28 770 76
604 997 99
44 683 30
829 875 63
29 344 57
168 590 62
685 686 95
237 784 98
231 711 18
48 768 71
519 664 44
510 892 76
40 262 87
675 961 97
108 756 84
530 785 39
178 475 25
320 990 42
61 272 50
401 649 34
585 589 59
441 655 21
584 804 98
628 683 9
393 708 22
811 909 51
644 984 62
427 554 45
44 478 85
290 399 22
326 651 67
136 505 25
662 738 92
666 962 99
328 844 59
240 760 47
297 848 75
188 506 46
90 923 90
129 309 68
501 889 74
208 762 9
461 542 58
226 664 74
612 744 12
43 309 47
792 807 70
16 264 49
136 175 68
161 530 13
70 872 52
406 648 51
427 909 91
15 960 97
1 484 97
622 875 9
559 710 50
440 745 74
108 195 74
481 990 93
295 704 48
361 974 89
728 916 10
42 516 72
186 541 96
415 723 79
12 584 30
673 864 36
91 289 87
414 425 50
213 639 84
195 731 87
238 713 78
92 930 92
551 730 100
84 913 86
173 187 96
167 403 88
90 487 16
660 985 55
162 238 81
43 979 15
894 976 38
711 815 36
401 860 24
181 777 33
470 532 47
795 924 7
274 995 10
137 544 56
872 964 71
6 671 61
347 547 26
251 713 35
220 548 57
621 984 22
163 331 70
572 578 70
164 418 76
717 725 98
14 599 48
155 374 52
89 197 96
224 586 96
608 683 21
357 363 38
444 890 74
45 666 80
965 998 3
275 950 64
604 799 20
578 950 20
37 747 67
192 263 49
308 553 98
230 870 92
34 328 40
188 471 86
308 443 94
199 560 57
48 722 38
187 887 52
143 813 31
38 658 5
681 792 30
52 212 25
39 274 48
577 727 13
41 330 15
169 723 7
171 968 29
257 455 94
123 498 95
648 784 61
158 916 94
207 305 13
43 512 73
423 648 60
275 835 84
269 891 56
69 245 6
53 663 16
155 874 18
463 624 90
74 158 4
552 591 51
17 253 16
217 771 22
237 673 29
291 386 39
176 313 12
193 858 54
677 973 65
792 814 76
358 853 82
471 955 94
384 767 97
5 385 6
321 960 73
425 440 98
357 628 36
90 493 12
630 951 16
270 974 1
148 998 77
220 511 16
170 489 100
565 966 65
54 617 46
714 951 49
629 916 17
82 318 32
577 734 44
675 962 27
390 988 2
705 880 5
249 745 64
103 318 8
20 599 96
549 808 32
318 766 27
9 227 24
715 938 52
131 595 95
132 875 22
327 977 96
368 758 22
541 745 39
192 644 24
117 573 40
39 395 19
176 254 84
411 824 62
459 646 31
49 73 26
181 850 1
9 354 77
62 800 44
523 830 73
545 656 69
48 907 16
309 435 12
34 834 8
268 882 26
290 509 11
19 806 6
165 520 74
234 460 23
0 739 10
335 512 23
216 869 3
338 565 59
90 938 61
127 330 62
293 932 88
148 773 62
164 774 73
721 895 18
479 803 44
162 191 93
230 623 26
27 432 75
178 671 59
135 614 79
311 868 72
138 398 4
62 870 36
185 588 68
249 588 5
157 502 54
93 776 96
523 579 3
404 778 52
35 783 57
143 846 48
282 836 56
377 794 84
509 856 89
597 758 17
503 666 95
404 435 2
351 469 24
273 610 80
491 920 19
277 763 48
158 489 50
20 823 53
185 651 29
39 457 59
154 653 100
743 750 85
91 499 2
81 917 99
293 748 16
224 410 35
560 923 76
103 387 46
196 913 93
55 315 5
330 565 95
163 852 46
621 945 24
59 956 29
417 518 22
622 897 86
417 931 56
512 841 55
285 949 87
793 943 36
198 312 28
53 130 26
658 680 65
131 488 71
166 989 86
41 734 84
76 859 6
361 848 57
346 472 95
211 862 19
398 762 30
130 542 5
645 801 14
294 857 59
0 163 56
177 214 47
26 792 100
155 891 10
206 426 57
881 913 18
235 448 49
472 874 86
482 911 63
164 474 35
205 237 22
492 640 16
426 906 51
400 558 84
8 325 35
257 531 33
766 980 46
393 978 50
101 730 72
774 787 100
548 860 40
390 928 42
438 599 78
590 999 42
367 484 72
658 811 96
