1000 50034
505 520 23
416 776 100
296 498 27
315 319 81
685 927 40
240 815 7
149 432 33
331 948 95
103 827 6
448 689 38
444 603 85
636 894 18
510 591 56
719 904 100
24 700 31
74 560 20
120 457 26
556 883 83
842 963 97
5 578 46
38 512 66
166 170 52
186 687 51
505 947 82
123 967 56
27 298 32
435 454 70
801 878 17
481 586 49
43 425 88
315 737 98
526 858 19
368 644 25
277 483 85
156 272 4
426 835 42
470 775 18
495 993 23
563 723 45
449 456 61
246 856 7
10 509 86
4 929 56
183 855 28
445 952 66
120 292 46
109 630 36
558 841 68
102 181 85
515 574 91
22 809 5
591 724 73
82 558 67
289 377 24
346 565 50
510 627 89
745 960 59
336 730 18
243 442 49
267 818 93
543 828 89
166 723 90
182 933 24
890 996 19
416 975 15
777 796 41
628 719 37
112 889 79
309 599 21
734 930 75
50 400 70
1 802 90
248 437 49
795 981 84
107 419 20
129 454 85
484 521 27
166 171 14
706 999 43
601 806 4
474 927 1
273 532 3
603 861 62
952 960 27
140 529 75
403 603 48
320 743 31
188 634 91
479 832 57
640 851 25
357 649 92
171 657 9
678 747 45
181 757 43
251 746 50
199 960 74
759 765 30
455 897 74
62 344 25
334 409 87
237 323 56
478 683 35
300 872 54
460 508 42
267 297 16
7 233 68
319 718 82
254 503 61
152 686 96
312 743 39
48 638 48
454 844 1
292 792 41
344 602 86
145 153 65
794 806 13
63 653 16
26 445 40
402 493 95
185 884 2
116 662 48
359 958 58
179 349 65
919 979 14
278 918 10
484 791 70
286 575 71
653 676 48
244 871 64
344 443 63
0 207 12
191 745 61
682 936 76
708 776 87
61 166 75
188 918 63
642 959 25
4 58 61
580 916 8
260 906 49
104 405 59
60 963 7
930 957 69
414 923 90
279 754 10
354 355 99
720 884 94
462 572 31
66 71 91
533 980 62
23 504 67
234 773 26
21 200 51
280 491 100
354 863 10
179 947 65
880 898 85
118 713 20
751 927 80
407 643 95
123 244 8
174 731 94
148 929 79
369 552 85
600 786 74
432 846 61
264 388 29
588 830 5
408 864 73
105 237 98
239 272 44
456 701 12
330 584 9
336 703 21
14 167 74
147 624 24
251 653 51
154 637 13
453 949 93
575 960 55
474 612 90
197 583 46
52 289 87
510 843 100
400 786 15
623 691 50
55 675 74
342 665 59
187 963 64
168 527 45
735 962 62
25 757 83
10 825 9
293 737 85
499 915 5
361 762 46
74 899 2
92 901 87
325 393 65
354 949 51
451 965 51
509 724 60
72 776 86
108 442 33
251 472 61
419 547 49
240 788 14
330 873 12
120 422 92
168 757 36
532 790 80
344 503 50
891 932 82
517 666 35
357 456 57
380 632 47
830 980 62
545 783 65
124 472 14
100 215 75
706 806 33
139 280 16
676 925 18
96 980 28
106 395 85
426 676 2
693 812 60
182 722 97
280 394 66
345 409 99
147 946 99
418 814 22
223 685 91
257 958 14
213 494 49
301 780 90
0 5 86
164 241 5
731 851 68
22 757 32
110 116 71
372 766 3
536 782 99
345 400 73
428 825 38
238 531 52
306 621 62
322 815 62
7 416 29
322 911 14
151 599 70
211 989 48
560 769 67
383 620 17
461 863 50
530 773 82
672 753 29
279 780 20
186 976 6
675 936 37
107 769 31
211 662 35
282 636 8
372 863 47
755 874 75
754 854 15
369 440 26
60 798 49
81 804 100
20 157 39
246 869 2
15 901 60
180 687 11
259 957 47
287 383 23
264 936 27
850 969 9
689 732 64
133 536 4
101 169 42
446 712 100
56 496 22
411 689 44
527 661 59
72 999 90
136 559 49
676 757 66
310 623 43
10 479 9
480 617 71
230 398 3
486 824 31
29 355 49
481 946 14
259 775 4
371 427 11
85 509 25
121 259 53
12 637 32
32 637 47
517 792 84
11 799 41
8 562 31
500 976 52
79 799 46
12 330 23
287 411 82
197 850 82
338 458 26
479 822 74
428 563 98
256 399 4
152 663 62
856 871 30
844 861 49
291 795 31
94 795 39
433 641 69
759 794 31
91 157 7
0 151 64
306 757 93
11 352 89
395 661 80
102 575 79
295 775 42
219 863 6
92 566 69
705 731 30
596 843 61
892 910 13
250 420 40
336 951 41
861 972 74
671 761 93
358 744 13
105 244 18
215 673 68
311 776 20
433 972 72
419 495 84
107 406 40
541 825 50
54 670 20
39 428 45
455 726 74
468 929 3
672 848 28
33 805 98
73 331 45
15 752 50
349 846 15
810 951 44
956 994 14
172 618 96
222 755 99
509 999 31
506 520 87
97 411 71
154 574 94
742 834 41
362 999 23
74 703 63
211 933 96
204 778 89
707 952 26
189 763 19
16 453 92
42 215 36
671 823 16
433 622 20
885 919 76
249 400 13
107 319 1
374 883 73
302 366 2
33 878 11
42 797 46
536 887 79
450 811 70
222 437 51
376 798 13
674 902 81
680 755 48
245 927 65
176 802 4
299 358 61
113 227 41
147 261 87
148 636 63
192 434 13
404 754 33
98 700 23
679 794 15
584 609 23
700 995 48
295 901 97
529 630 78
519 647 51
806 992 2
173 730 82
170 806 62
264 513 87
221 305 69
576 807 81
406 937 45
129 968 41
641 802 73
59 176 45
563 911 38
339 943 64
504 755 15
342 969 45
489 490 82
298 583 34
305 330 93
311 794 43
628 952 45
288 347 78
210 291 51
355 698 9
48 671 36
851 919 54
123 952 98
649 826 16
546 834 4
279 449 61
46 884 86
855 952 60
272 625 41
509 584 16
153 267 90
6 508 99
30 136 19
634 783 61
361 593 70
552 831 70
541 883 60
191 974 74
180 907 10
146 540 38
49 808 83
72 116 82
745 806 76
108 307 49
465 515 63
312 861 22
187 883 97
28 626 53
372 751 20
837 882 16
21 659 57
148 168 85
11 257 97
82 894 45
282 847 11
279 928 91
212 862 20
911 939 68
406 634 87
755 761 62
419 673 21
483 485 23
86 379 88
83 301 74
385 446 21
51 553 100
89 213 21
344 350 57
215 681 96
502 573 11
545 887 50
525 588 49
421 988 41
492 936 42
723 924 33
164 723 98
492 992 26
503 731 84
515 617 85
590 713 65
582 748 9
550 983 14
427 883 47
285 343 31
386 814 38
195 717 86
17 978 34
707 988 24
64 308 87
107 955 19
136 656 96
247 429 77
24 705 44
442 815 42
425 925 16
831 954 67
981 986 50
126 985 52
346 777 48
116 687 11
21 552 3
443 798 85
189 364 2
619 969 15
422 531 37
351 502 30
450 708 39
536 673 36
52 215 39
600 715 15
83 698 77
138 174 19
476 702 66
196 317 41
135 508 55
336 445 31
144 935 21
11 22 7
322 614 63
304 546 47
623 962 38
182 183 92
196 522 36
3 325 61
519 588 45
892 898 62
252 826 45
535 962 31
348 868 18
525 564 61
121 295 27
259 794 89
17 877 23
212 707 72
228 411 91
11 498 20
145 296 90
150 572 15
652 903 17
89 206 53
163 210 89
32 163 40
22 677 19
123 369 60
170 236 88
506 928 95
395 938 3
759 923 12
754 897 18
223 751 4
77 469 21
296 797 23
577 963 22
133 953 10
426 574 17
30 218 46
348 662 16
41 361 66
143 338 35
491 867 85
253 327 69
346 587 42
399 466 17
328 839 90
660 936 58
328 588 8
205 371 5
408 716 46
297 991 35
126 138 76
378 941 84
278 500 86
17 311 58
274 696 94
634 691 10
447 779 81
385 732 19
246 344 25
286 972 57
188 488 64
483 989 55
176 750 67
62 133 1
109 400 76
108 297 40
66 278 82
722 815 76
291 853 67
152 596 58
561 725 95
171 519 21
36 712 14
647 853 22
195 266 66
404 815 6
758 794 93
12 294 63
7 779 14
517 620 61
643 866 84
265 477 74
305 484 55
625 801 41
386 603 1
21 49 16
411 687 3
417 811 99
276 424 79
745 831 23
3 451 70
628 915 52
245 964 9
781 865 11
282 335 73
124 249 23
522 837 93
375 466 66
54 524 60
334 603 42
551 820 12
473 489 21
53 112 75
452 602 90
35 804 14
284 994 47
418 679 96
126 705 94
65 132 17
90 870 80
87 352 19
57 790 43
373 540 85
249 815 60
613 900 60
318 534 88
746 926 58
275 950 73
120 746 82
308 884 36
112 620 88
130 723 19
608 877 54
8 480 85
536 810 60
908 912 10
237 506 71
331 552 95
412 991 91
569 630 13
257 267 30
475 567 87
355 819 35
360 626 15
572 726 65
172 999 7
303 628 56
324 469 8
146 800 21
171 802 15
646 949 38
724 803 31
180 935 10
127 147 60
815 818 81
233 749 69
204 412 91
488 592 92
435 532 22
140 321 93
14 710 62
15 198 1
182 995 71
574 777 8
45 97 47
173 670 2
80 558 77
432 751 39
23 250 95
101 972 68
174 849 66
501 882 40
199 707 87
167 384 92
394 613 50
411 747 74
254 742 90
540 578 90
27 64 8
195 209 98
210 898 18
75 499 41
61 653 67
405 606 11
96 289 12
145 497 91
516 811 39
257 527 22
245 861 45
20 937 80
406 638 23
495 653 67
178 707 79
10 350 18
177 242 19
419 981 44
221 531 49
556 777 42
449 906 96
507 630 14
407 590 41
581 984 48
484 976 27
809 870 43
100 298 13
430 439 63
128 215 93
147 725 81
39 212 86
91 835 57
31 50 85
425 551 36
377 778 59
605 766 35
902 984 20
472 679 1
380 870 67
450 904 83
337 584 96
291 530 3
418 478 42
203 945 26
360 996 34
162 258 46
572 631 20
479 603 73
576 685 19
25 49 13
362 690 50
157 828 30
396 618 83
277 463 71
21 809 1
625 685 84
811 989 68
22 566 85
290 981 14
335 644 46
421 598 60
98 225 94
396 725 40
217 937 66
689 824 83
64 828 79
238 898 9
216 692 49
282 417 8
359 367 89
466 936 87
31 984 53
244 637 49
439 467 63
504 722 78
68 100 21
82 669 20
602 659 41
131 467 33
220 854 53
287 950 99
741 840 76
646 840 71
157 606 73
331 775 94
364 767 67
419 772 16
399 485 59
501 873 22
25 431 97
531 714 47
291 837 70
721 934 45
615 819 41
6 292 80
514 595 6
314 560 56
107 478 20
540 646 41
171 954 95
235 308 49
118 155 45
189 451 2
378 458 21
155 843 78
362 936 52
647 658 42
118 271 15
289 385 54
177 940 70
42 191 2
97 909 76
534 733 48
80 959 98
536 735 71
422 677 52
534 937 90
595 707 43
594 617 19
140 658 28
436 915 71
199 668 71
699 989 84
557 721 17
242 524 99
681 964 32
343 824 60
151 845 35
355 956 20
101 865 56
133 576 45
685 744 76
697 749 83
212 830 12
514 847 86
676 819 51
74 518 38
472 533 82
161 941 84
353 439 90
243 602 30
90 713 89
764 771 29
173 301 23
17 366 90
55 245 59
496 843 63
571 630 79
224 265 30
39 397 87
139 875 12
691 880 81
505 724 78
70 252 7
290 365 31
369 514 49
437 735 4
955 956 87
240 477 6
587 767 70
589 871 71
136 140 62
152 860 12
673 694 47
494 719 81
10 242 95
160 529 55
651 962 32
593 656 33
450 741 92
146 213 84
467 947 72
96 738 11
399 513 67
686 872 58
731 799 12
362 658 84
429 937 95
55 486 39
425 932 12
561 927 25
237 403 92
125 251 75
6 524 14
336 397 50
11 896 81
121 272 3
121 821 8
671 878 25
239 279 98
674 881 87
792 931 94
522 630 59
604 945 48
801 841 38
428 988 54
135 445 83
24 684 80
115 470 41
394 730 5
284 764 83
94 492 82
74 326 61
601 946 22
154 241 25
585 867 35
25 407 41
629 790 66
697 784 70
434 970 75
334 552 88
81 807 31
221 231 32
567 704 24
352 773 35
158 173 67
883 912 7
126 204 16
320 581 71
601 893 99
817 948 16
37 157 21
442 705 89
489 778 73
645 646 84
277 572 3
528 625 23
444 767 21
322 380 91
102 423 56
641 689 9
142 459 66
584 641 47
167 276 9
495 554 77
297 926 72
541 778 51
435 581 11
589 955 43
581 745 80
144 777 18
62 675 39
149 668 45
628 740 40
197 474 13
360 809 47
159 184 26
227 444 27
754 937 99
311 660 21
442 981 41
122 409 28
363 681 44
232 336 52
77 592 76
26 480 8
57 508 29
174 972 71
409 556 63
25 479 37
100 201 77
426 983 90
642 836 99
296 871 23
127 992 41
32 385 44
544 989 20
662 884 21
577 590 78
297 502 13
103 298 53
478 660 60
294 653 6
285 565 25
614 711 22
312 871 91
5 703 88
30 711 38
163 852 15
144 426 21
47 626 4
277 913 31
716 803 84
93 131 18
128 611 13
113 248 38
436 773 94
842 964 87
274 834 85
9 358 47
35 351 47
352 828 73
0 270 84
520 682 81
602 912 1
80 519 80
237 571 70
46 847 80
422 485 69
490 922 62
719 917 64
531 578 29
917 968 67
216 339 79
8 312 42
305 947 39
70 570 40
545 616 75
353 744 88
124 979 40
469 592 78
10 95 97
884 950 59
525 898 61
374 613 26
152 562 90
318 588 15
57 138 20
520 981 40
401 724 94
570 844 16
169 327 4
404 537 31
75 853 56
214 822 96
363 984 29
38 265 54
11 626 99
200 757 23
610 894 10
840 983 33
310 628 97
48 798 44
93 214 57
130 385 79
359 639 97
279 443 50
339 723 55
440 852 73
577 706 55
1 367 43
217 310 87
122 394 45
604 877 34
202 339 60
110 907 5
498 561 68
216 261 49
731 784 20
19 731 3
91 734 28
334 662 66
273 605 36
49 369 65
146 672 61
514 724 70
114 250 39
421 526 23
302 537 9
60 607 89
144 872 15
484 961 85
24 360 76
215 298 66
70 558 79
339 543 42
618 919 96
266 813 11
734 990 7
173 435 60
888 922 63
126 515 66
580 715 17
531 803 81
466 747 76
481 945 22
134 797 7
34 113 8
595 596 32
15 326 45
568 925 66
454 911 80
147 738 24
267 714 87
562 638 39
264 572 48
308 859 71
617 984 46
437 791 5
269 736 16
444 752 48
220 934 63
9 27 6
743 905 97
35 618 67
118 295 92
177 336 12
535 763 65
230 611 72
531 556 43
21 304 4
704 915 33
590 697 68
353 921 86
359 363 35
451 710 36
260 468 93
574 809 69
427 697 24
396 547 66
522 819 3
320 838 18
59 953 13
71 411 70
34 664 49
180 999 64
534 582 94
172 255 15
42 314 48
180 364 73
8 598 49
338 475 73
271 305 69
278 826 38
267 795 31
454 691 27
14 451 15
468 886 39
112 355 94
884 902 31
483 693 20
442 805 22
72 705 99
734 871 43
322 361 14
535 931 10
721 884 61
551 978 23
191 359 40
239 869 11
59 282 97
504 884 49
233 459 55
580 806 33
2 32 34
607 745 7
561 941 94
399 771 35
51 360 7
216 738 58
169 877 11
135 635 34
537 791 43
406 812 69
234 988 85
423 874 44
17 233 35
9 96 73
22 672 74
540 898 52
239 299 83
110 296 80
442 669 47
326 521 57
275 622 26
200 407 99
979 983 11
218 269 53
372 847 14
63 423 62
446 636 73
171 733 14
499 767 54
577 785 27
173 960 13
510 585 84
208 350 90
141 305 1
618 964 44
263 805 84
51 358 65
177 634 81
422 463 79
49 899 57
596 869 30
229 557 4
81 361 54
126 753 94
21 606 17
391 839 52
100 635 93
405 477 85
170 386 75
493 969 49
433 941 31
9 530 53
31 494 68
155 186 8
211 357 86
359 478 85
58 578 42
495 849 39
420 690 91
172 256 73
328 849 84
139 692 25
519 855 33
128 513 60
334 993 90
591 926 18
296 619 6
147 443 70
164 513 63
287 629 46
530 975 49
121 276 21
557 862 9
244 249 98
103 621 39
611 884 35
880 980 19
375 825 11
121 621 36
149 461 56
503 693 12
600 779 19
896 971 76
545 874 12
414 531 64
310 492 65
373 975 6
164 895 70
476 885 21
553 842 79
5 943 93
637 644 95
59 623 38
222 416 82
95 245 25
256 728 15
110 288 3
16 19 53
214 300 1
165 166 63
137 768 2
182 303 96
298 539 95
5 54 63
102 794 48
831 862 23
13 455 40
145 594 72
155 917 97
78 236 24
455 968 90
58 547 35
345 650 39
113 593 21
340 994 5
186 817 47
76 441 23
394 566 21
21 625 34
383 797 72
420 826 21
220 681 43
421 957 30
118 150 59
51 562 27
754 849 18
40 288 24
467 926 88
743 961 5
118 624 34
635 831 47
176 648 75
246 403 65
420 480 16
260 440 64
1 43 86
336 997 1
91 852 2
199 262 98
131 810 91
148 705 30
22 91 3
60 356 14
108 392 21
516 781 38
86 874 100
755 995 76
478 732 86
211 691 52
211 842 7
212 527 36
4 168 96
13 102 36
131 993 71
247 703 56
152 664 80
90 658 41
27 400 12
79 985 33
321 870 18
310 503 67
409 968 27
170 915 64
456 997 18
502 707 54
154 671 16
199 319 43
382 487 55
156 987 9
138 623 25
269 952 93
309 808 1
528 953 44
393 710 64
362 657 91
148 535 63
137 354 98
202 741 34
536 567 38
501 867 46
770 934 88
521 685 35
45 223 94
55 89 6
259 262 26
673 857 93
239 819 91
311 748 80
52 894 37
631 935 33
135 592 73
274 939 51
234 718 82
137 319 99
35 139 79
60 475 23
62 516 69
706 830 1
21 515 10
391 912 34
718 913 74
822 910 12
23 488 33
149 455 77
280 983 38
696 795 100
3 198 1
124 773 11
345 367 23
951 983 25
279 427 45
197 276 96
48 89 65
359 361 5
600 768 72
497 588 34
552 705 79
8 442 56
63 592 6
632 814 10
87 686 85
277 533 45
499 598 50
184 478 29
98 887 72
341 691 91
57 396 19
103 415 31
111 293 56
606 982 4
517 535 41
645 956 89
208 631 50
636 659 52
887 953 46
168 602 96
582 744 28
462 700 54
225 790 8
657 821 58
87 636 49
49 481 83
448 976 10
927 941 54
262 511 49
468 594 34
178 944 100
248 553 80
78 147 80
26 156 37
82 113 45
301 688 77
490 628 65
439 994 72
653 832 92
166 432 76
199 713 43
332 829 87
178 421 84
250 378 51
736 883 19
430 728 4
225 310 4
219 509 23
12 954 45
537 929 73
513 547 32
438 815 25
288 358 24
49 111 82
109 936 92
265 310 86
102 970 31
161 891 19
161 802 86
805 905 55
721 917 9
578 906 62
128 671 95
45 107 7
556 921 66
213 986 94
634 719 75
328 457 65
629 993 1
483 569 45
261 524 29
284 298 14
718 984 65
819 985 17
653 870 88
272 844 93
27 315 84
814 970 16
432 506 2
378 844 85
210 650 34
524 742 43
189 218 80
194 283 58
266 434 74
165 926 3
764 892 32
339 900 56
538 562 35
170 377 99
417 543 47
150 707 18
81 444 45
733 985 42
445 482 70
180 369 94
252 602 67
768 975 46
530 862 15
375 631 45
495 698 14
532 629 49
655 866 36
188 563 25
382 692 45
395 671 24
612 806 7
117 188 99
120 329 46
341 475 24
132 958 71
683 689 19
462 635 63
223 534 17
267 427 22
792 848 74
504 879 6
94 126 66
415 765 18
417 509 58
53 831 31
701 715 2
857 871 9
763 954 40
100 516 65
423 821 85
140 610 70
99 494 60
352 719 59
392 847 17
833 859 38
353 964 88
136 433 28
385 925 11
312 843 53
69 82 46
179 356 38
91 446 75
87 929 14
689 741 45
522 831 48
89 679 78
606 988 32
845 924 22
136 650 17
655 920 78
833 988 84
485 615 8
26 73 58
386 432 90
76 329 27
621 695 62
123 137 29
250 415 2
101 159 69
289 661 19
161 969 18
62 448 64
175 622 45
802 934 28
285 778 48
503 642 92
716 895 80
310 439 49
161 496 56
195 547 22
665 988 30
334 934 73
324 385 46
82 179 6
2 925 39
250 578 54
423 558 77
367 771 60
690 792 76
321 846 19
327 434 97
510 773 46
428 855 97
14 582 4
97 853 94
79 204 81
554 845 90
391 805 26
469 888 46
223 357 65
171 435 63
421 977 63
181 589 79
175 656 50
466 969 15
485 940 100
515 656 26
142 694 35
120 170 27
491 822 85
375 499 38
282 614 66
29 603 6
157 894 96
615 626 94
283 589 27
58 92 20
157 487 67
541 765 51
140 289 43
202 337 3
55 461 32
98 538 45
318 477 11
440 479 21
14 51 34
169 380 90
228 573 33
328 957 92
192 405 96
643 991 77
688 998 4
258 673 27
133 348 90
126 686 7
494 788 3
728 953 10
755 776 8
425 893 40
5 754 13
191 948 63
513 812 16
294 574 29
253 910 1
607 948 26
196 413 77
321 410 51
448 966 53
593 964 45
5 419 32
667 781 54
12 468 41
442 717 35
92 731 31
973 974 92
59 710 71
172 980 94
627 913 33
761 983 84
253 600 64
257 834 30
307 413 88
48 193 1
604 876 45
419 689 57
62 676 38
29 971 3
171 297 95
202 893 49
253 794 34
79 901 85
274 863 4
398 912 22
58 840 74
454 606 67
83 438 69
667 874 10
641 854 82
3 914 40
358 653 80
169 576 86
109 487 73
609 943 2
433 956 39
136 274 92
476 902 84
610 785 79
532 794 30
381 915 13
54 557 86
473 486 67
5 657 82
514 897 2
30 402 53
932 990 50
244 603 45
150 214 14
102 923 17
722 827 88
146 193 61
466 744 12
571 651 26
238 587 18
420 711 51
127 265 61
161 655 26
580 789 33
3 473 45
110 191 6
756 865 47
3 778 30
145 451 13
629 881 34
13 64 45
591 945 75
124 735 29
479 732 18
349 407 96
31 733 12
163 492 48
410 747 60
107 265 94
43 562 84
150 284 1
284 336 74
881 899 2
384 918 98
12 399 62
188 227 75
719 873 42
73 529 51
660 720 37
898 997 81
3 143 90
91 929 69
474 998 20
168 947 35
481 695 92
266 756 10
153 639 56
166 333 49
43 275 89
155 663 42
635 690 71
326 570 21
182 607 16
644 786 54
546 577 88
514 821 79
355 427 95
591 671 80
437 711 57
270 361 97
669 806 84
176 653 46
51 462 17
738 936 48
7 766 72
490 497 81
577 824 6
417 988 68
348 679 17
168 384 85
251 580 77
133 595 31
472 709 25
138 335 16
688 889 33
423 720 61
744 822 26
197 237 69
230 339 33
322 556 54
826 987 2
89 394 29
147 714 60
254 922 79
14 18 5
820 869 7
121 135 34
219 790 35
701 844 85
517 890 46
6 503 60
213 872 93
138 811 64
348 929 48
53 371 83
566 647 31
743 833 83
58 113 67
249 585 58
697 967 56
508 825 76
173 660 96
40 714 36
91 339 26
216 218 45
341 609 46
836 913 95
811 876 80
17 153 61
224 837 13
426 517 10
637 728 33
830 907 97
107 527 45
43 385 21
26 854 94
136 831 49
346 975 2
274 611 79
443 777 24
54 516 7
222 498 97
66 156 3
712 721 70
160 965 83
118 668 44
576 780 6
274 936 79
178 666 98
476 756 74
142 978 50
13 391 74
598 839 67
111 774 43
586 831 63
630 705 75
391 603 54
255 699 59
58 680 80
646 804 54
664 779 69
319 539 47
75 793 28
570 660 5
632 635 64
394 512 81
728 828 20
49 100 78
758 941 38
398 875 27
515 886 60
16 730 84
220 991 47
596 602 2
8 872 99
337 477 31
219 865 50
174 929 64
51 58 8
469 951 7
253 656 49
254 274 63
31 364 96
59 316 72
281 283 76
316 722 51
391 777 67
274 454 7
277 971 57
25 665 15
74 409 82
745 811 89
422 599 17
198 610 27
47 735 30
477 506 33
149 449 59
819 957 64
311 358 45
82 819 34
681 990 81
88 812 52
297 591 78
898 911 77
371 387 13
136 820 40
28 656 18
269 859 12
862 869 33
346 636 47
482 491 37
307 952 74
441 592 91
31 632 29
35 707 80
252 764 27
285 637 70
351 516 51
262 336 29
29 302 34
462 788 83
468 512 10
76 363 35
380 872 32
360 417 76
818 884 38
753 759 82
176 441 42
103 929 94
137 630 55
572 831 5
626 794 38
744 995 81
19 427 91
211 302 40
58 453 26
288 855 70
393 904 15
418 535 18
388 606 42
621 847 43
134 722 39
353 835 89
440 948 93
228 910 63
107 627 46
63 74 17
5 954 41
756 788 25
234 618 17
469 842 57
268 671 18
160 350 67
725 881 29
221 814 21
154 444 79
531 937 17
774 829 46
52 278 43
236 955 49
97 343 51
234 656 33
158 300 91
562 818 36
763 764 38
344 559 48
917 982 74
156 923 41
618 890 6
365 958 57
218 878 45
184 339 12
187 434 51
143 639 86
388 988 76
54 685 18
270 461 3
624 742 25
21 405 51
240 550 77
411 796 2
533 840 28
373 705 97
125 244 51
401 877 34
413 531 66
911 912 91
176 348 9
290 436 8
192 678 14
9 719 8
32 872 43
151 952 90
80 653 33
97 242 35
690 801 65
330 451 24
218 748 58
708 870 69
396 701 54
622 838 99
635 756 16
337 543 40
45 838 30
635 886 2
158 876 58
0 670 97
345 844 9
111 521 43
185 780 38
817 930 90
163 485 86
35 411 90
800 832 2
447 556 56
467 759 47
662 735 28
223 616 6
170 667 14
514 915 13
307 375 63
532 733 1
256 997 65
350 506 57
110 992 23
580 892 92
29 657 89
542 708 11
145 790 27
204 654 25
734 761 34
43 61 48
157 696 14
736 942 39
465 675 35
429 575 18
736 803 24
79 294 29
570 843 41
319 975 60
180 244 95
314 500 85
202 213 33
4 918 32
184 307 98
414 556 12
628 710 59
384 815 31
487 947 36
46 351 39
311 775 18
443 662 28
93 749 55
85 667 54
616 941 22
463 607 81
520 781 88
423 743 88
26 54 21
488 828 5
466 987 22
494 532 90
68 108 17
94 895 28
2 531 16
440 723 37
410 920 43
61 477 51
470 562 54
423 917 92
212 500 70
200 682 86
248 895 79
372 871 37
130 236 12
177 647 23
248 286 2
523 544 14
118 512 75
176 697 8
788 808 66
750 811 50
596 760 17
160 227 53
85 329 98
435 850 44
294 519 50
71 458 83
316 647 3
801 987 24
624 878 1
100 579 100
521 827 83
211 552 36
45 236 65
92 295 98
432 500 89
263 553 24
580 924 10
133 590 28
538 865 4
318 956 96
68 766 27
91 143 30
122 712 93
223 469 9
630 853 62
92 851 62
121 893 24
936 999 62
595 717 20
236 857 63
636 701 89
359 441 21
747 807 26
385 981 87
62 371 78
36 875 42
552 576 33
225 614 54
626 915 81
2 362 91
590 982 71
479 945 33
26 64 97
440 812 36
96 245 61
620 783 22
430 508 25
646 915 31
113 626 60
80 312 88
182 580 9
487 582 56
519 947 75
590 857 99
351 587 29
2 581 63
121 862 25
511 687 60
50 850 16
257 418 11
517 894 74
738 937 18
495 963 44
738 787 8
279 723 96
285 634 55
75 637 42
689 970 55
211 641 90
34 302 23
279 578 38
873 964 94
48 376 17
109 308 14
150 785 28
516 594 96
71 846 9
125 262 79
514 770 90
770 775 54
180 487 99
432 830 97
63 306 74
213 877 56
222 696 74
249 296 23
692 725 78
346 716 26
227 624 8
410 530 68
431 969 65
43 309 59
4 500 80
178 508 4
837 957 83
845 925 60
51 253 24
843 958 71
23 595 11
463 858 77
313 338 19
125 909 80
215 485 14
507 997 98
701 750 51
308 913 7
9 807 36
348 610 60
678 887 81
345 632 25
342 773 23
379 650 40
279 689 4
41 196 31
687 927 57
400 715 19
890 945 13
51 121 25
173 256 61
260 941 69
743 912 39
381 992 98
95 615 48
697 826 77
944 994 54
243 583 37
426 562 60
39 514 50
135 760 20
168 729 29
255 727 76
564 663 17
621 929 89
99 874 3
186 385 49
41 419 82
708 916 78
608 803 47
461 923 12
683 833 66
150 437 21
182 826 3
106 428 51
199 572 5
714 964 24
115 160 16
326 865 80
54 694 63
75 437 45
162 662 41
911 988 27
585 905 60
97 333 49
211 854 6
123 682 43
589 593 50
386 854 93
10 361 17
222 352 70
44 661 61
305 953 31
602 706 17
292 696 4
330 974 64
397 623 45
25 362 61
533 789 8
778 928 69
688 733 81
314 845 26
100 957 63
313 603 9
632 918 31
286 290 5
275 408 5
65 840 69
298 703 45
739 861 90
690 916 98
192 677 70
273 844 7
368 544 99
126 639 7
312 586 7
157 760 61
433 553 72
209 437 60
96 636 68
75 502 10
176 370 3
575 631 6
806 929 79
322 881 74
12 140 52
655 753 68
697 717 8
79 581 69
223 562 53
111 957 46
27 595 86
399 627 63
870 931 55
9 315 86
278 477 72
139 853 98
14 692 92
320 620 14
40 642 82
447 725 71
666 863 6
777 916 83
263 272 69
574 990 79
207 228 79
104 947 98
380 679 75
538 697 68
502 886 58
80 135 62
559 667 43
76 510 60
772 930 93
36 695 6
320 822 93
44 108 34
459 737 84
313 575 69
533 758 10
146 327 56
404 485 85
516 549 100
71 812 64
198 366 82
296 602 45
244 886 48
131 843 51
827 897 51
467 783 4
359 405 69
784 977 76
719 781 97
49 569 85
518 737 71
11 711 13
273 632 17
901 969 41
301 863 100
119 472 20
208 629 8
568 654 73
99 579 78
615 897 44
381 788 21
641 994 85
712 772 30
455 965 20
144 852 99
73 955 47
115 845 14
130 238 94
165 684 85
90 752 9
18 829 15
276 299 76
44 259 35
55 370 89
739 802 99
81 353 61
173 417 34
573 971 72
71 557 53
3 630 76
21 22 76
67 578 20
525 883 69
158 243 5
453 717 14
719 964 35
324 585 65
634 870 20
189 301 53
42 663 80
97 248 61
368 700 19
569 589 18
365 507 99
79 331 47
199 501 84
333 591 11
330 842 28
62 718 28
442 695 51
419 430 53
598 672 64
461 714 86
447 966 21
72 637 22
119 132 98
390 545 78
27 51 20
359 447 21
401 600 82
64 727 100
209 508 3
64 206 86
279 398 79
191 868 31
913 981 100
496 818 35
191 428 100
119 401 77
296 486 77
425 766 24
188 509 41
173 590 37
34 177 63
168 621 53
243 844 44
9 514 80
451 499 96
556 837 37
76 919 12
230 740 30
411 762 88
22 48 82
20 962 96
114 471 75
318 947 57
80 173 34
187 527 17
455 714 86
228 834 77
270 869 67
119 809 88
144 550 78
104 859 90
63 971 54
780 781 74
292 551 48
255 616 85
194 337 1
737 765 86
678 736 100
